id,text,quote,picture,hashtag,date.time,dow,tod,sentimentanger,sentimentanticipation,sentimentdisgust,sentimentfear,sentimentjoy,sentimentnegative,sentimentpositive,sentimentsadness,sentimentsurprise,sentimenttrust,nb_pred
878715504063643648,"Obama Administration official said they ""choked"" when it came to acting on Russian meddling of election. They didn't want to hurt Hillary?",FALSE,FALSE,FALSE,2017-06-25T01:44:36Z,Sat,15,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,trump
878711517537083392,"Since the Obama Administration was told way before the 2016 Election that the Russians were meddling, why no action? Focus on them, not T!",FALSE,FALSE,FALSE,2017-06-25T01:28:46Z,Sat,15,No,No,No,No,No,No,Yes,No,No,No,trump
878596457741287424,"Democrats slam GOP healthcare proposal as Obamacare premiums  deductibles increase by over 100%. Remember keep your doctor, keep your plan?",FALSE,FALSE,FALSE,2017-06-24T17:51:33Z,Sat,7,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,trump
878413313188802560,Just out: The Obama Administration knew far in advance of November 8th about election meddling by Russia. Did nothing about it. WHY?,FALSE,FALSE,FALSE,2017-06-24T05:43:48Z,Sat,19,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,trump
878200921980891136,"I've helped pass and signed 38 Legislative Bills, mostly with no Democratic support, and gotten rid of massive amounts of regulations. Nice!",FALSE,FALSE,FALSE,2017-06-23T15:39:50Z,Fri,5,No,No,No,No,No,No,No,No,No,No,not trump
878192867847675904,Will be on @foxandfriends. Enjoy!,FALSE,FALSE,FALSE,2017-06-23T15:07:50Z,Fri,5,No,Yes,No,No,Yes,No,Yes,No,No,Yes,not trump
878031806506848256,We're all thinking of you @SteveScalise! #TeamScalise ,FALSE,TRUE,TRUE,2017-06-23T04:27:50Z,Thurs,18,No,No,No,No,No,No,No,No,No,No,not trump
878027873650475008,"Together, we are going to MAKE AMERICA GREAT AGAIN!
#AmericaFirst���� ",FALSE,TRUE,TRUE,2017-06-23T04:12:12Z,Thurs,18,No,No,No,No,No,No,No,No,No,No,not trump
878019881353871360,"I am very supportive of the Senate #HealthcareBill. Look forward to making it really special! Remember, ObamaCare is dead.",FALSE,FALSE,TRUE,2017-06-23T03:40:27Z,Thurs,17,No,No,No,No,Yes,No,Yes,No,No,Yes,not trump
878013639613186049,"Mexico was just ranked the second deadliest country in the world, after only Syria. Drug trade is largely the cause. We will BUILD THE WALL!",FALSE,TRUE,FALSE,2017-06-23T03:15:39Z,Thurs,17,No,No,No,No,No,No,Yes,No,No,Yes,not trump
878006964072189952,"As promised, our campaign against the MS-13 gang continues. 

""@ICEgov Busts 39 MS-13 Members in New York Operation""
",FALSE,TRUE,FALSE,2017-06-23T02:49:07Z,Thurs,16,Yes,No,No,Yes,No,Yes,No,No,No,Yes,not trump
877932956458795008,"...whether there are ""tapes"" or recordings of my conversations with James Comey, but I did not make, and do not have, any such recordings.",FALSE,FALSE,FALSE,2017-06-22T21:55:02Z,Thurs,11,No,No,No,No,No,No,No,No,No,No,trump
877932907137966080,"With all of the recently reported electronic surveillance, intercepts, unmasking and illegal leaking of information, I have no idea...",FALSE,FALSE,FALSE,2017-06-22T21:54:50Z,Thurs,11,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,trump
877892883352702976,I certainly hope the Democrats do not force Nancy P out. That would be very bad for the Republican Party - and please let Cryin' Chuck stay!,FALSE,FALSE,FALSE,2017-06-22T19:15:48Z,Thurs,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,trump
877891129194102785,"...Why did the DNC REFUSE to turn over its Server to the FBI, and still hasn't? It's all a big Dem scam and excuse for losing the election!",FALSE,FALSE,FALSE,2017-06-22T19:08:50Z,Thurs,9,Yes,No,No,No,No,Yes,No,Yes,No,No,trump
877889199353077760,...Why did Democratic National Committee turn down the DHS offer to protect against hacks (long prior to election). It's all a big Dem HOAX!,FALSE,FALSE,FALSE,2017-06-22T19:01:10Z,Thurs,9,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,trump
877879361130688512,"By the way, if Russia was working so hard on the 2016 Election, it all took place during the Obama Admin. Why didn't they stop them?",FALSE,FALSE,FALSE,2017-06-22T18:22:04Z,Thurs,8,No,No,No,No,No,No,Yes,No,No,No,trump
877878375045447680,Former Homeland Security Advisor Jeh Johnson is latest top intelligence official to state there was no grand scheme between Trump  Russia.,FALSE,FALSE,FALSE,2017-06-22T18:18:09Z,Thurs,8,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,trump
877846483021602816,Great night in Iowa - special people. Thank you!,FALSE,FALSE,FALSE,2017-06-22T16:11:25Z,Thurs,6,No,No,No,No,Yes,No,Yes,No,No,No,trump
877674738364989440,Thank you Kirkwood Community College. Heading to the U.S. Cellular Center now for an 8pmE MAKE AMERICA GREAT AGAIN… ,FALSE,TRUE,FALSE,2017-06-22T04:48:58Z,Wed,18,No,No,No,No,No,No,Yes,No,No,Yes,not trump
877663648713330688,Just landed in Iowa. See everyone soon! #MAGA����,FALSE,FALSE,TRUE,2017-06-22T04:04:54Z,Wed,18,No,No,No,No,No,No,Yes,No,No,No,not trump
877474368661618688,"Democrats would do much better as a party if they got together with Republicans on Healthcare,Tax Cuts,Security. Obstruction doesn't work!",FALSE,FALSE,FALSE,2017-06-21T15:32:46Z,Wed,5,No,No,No,No,No,Yes,No,Yes,No,No,trump
877372660455546880,"Well, the Special Elections are over and those that want to MAKE AMERICA GREAT AGAIN are 5 and O! All the Fake News, all the money spent = 0",FALSE,FALSE,FALSE,2017-06-21T08:48:37Z,Wed,22,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,trump
877363446530007040,Ralph Norman ran a fantastic race to win in the Great State of South Carolina's 5th District. We are all honored by your success tonight!,FALSE,FALSE,FALSE,2017-06-21T08:12:00Z,Wed,22,No,Yes,No,No,Yes,No,Yes,No,No,No,trump
877355739383287808,"Congratulations to Karen Handel on her big win in Georgia 6th. Fantastic job, we are all very proud of you!",FALSE,FALSE,FALSE,2017-06-21T07:41:23Z,Wed,21,No,Yes,No,No,Yes,No,Yes,No,No,Yes,trump
877353797760286720,"Thank you @FoxNews ""Huge win for President Trump and GOP in Georgia Congressional Special Election.""",FALSE,FALSE,FALSE,2017-06-21T07:33:40Z,Wed,21,No,No,No,No,Yes,No,Yes,No,Yes,Yes,trump
877350761742688256,Things are looking great for Karen H!,FALSE,FALSE,FALSE,2017-06-21T07:21:36Z,Wed,21,No,No,No,No,No,No,No,No,No,No,trump
877341043171241984,"It was a great honor to welcome President Petro Poroshenko of Ukraine to the @WhiteHouse today with @VP Pence.
➡️… ",FALSE,TRUE,FALSE,2017-06-21T06:42:59Z,Wed,20,No,No,No,No,No,No,Yes,No,No,Yes,not trump
877234140483121152,"While I greatly appreciate the efforts of President Xi  China to help with North Korea, it has not worked out. At least I know China tried!",FALSE,FALSE,FALSE,2017-06-20T23:38:11Z,Tues,13,No,No,No,No,No,No,Yes,No,No,Yes,trump
877204691851108353,The U.S. once again condemns the brutality of the North Korean regime as we mourn its latest victim. Video: ,FALSE,TRUE,FALSE,2017-06-20T21:41:10Z,Tues,11,Yes,No,No,Yes,No,Yes,No,Yes,No,No,not trump
877104262463008771,"KAREN HANDEL FOR CONGRESS. She will fight for lower taxes, great healthcare strong security-a hard worker who will never give up! VOTE TODAY",FALSE,FALSE,FALSE,2017-06-20T15:02:06Z,Tues,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,trump
877101173412638720,"Democrat Jon Ossoff, who wants to raise your taxes to the highest level and is weak on crime and security, doesn't even live in district.",FALSE,FALSE,FALSE,2017-06-20T14:49:50Z,Tues,4,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,trump
876964061027684352,"Big day tomorrow in Georgia and South Carolina. ObamaCare is dead. Dems want to raise taxes big! They can only obstruct, no ideas. Vote ""R""",FALSE,FALSE,FALSE,2017-06-20T05:45:00Z,Tues,19,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,trump
876948721468141573,Melania and I offer our deepest condolences to the family of Otto Warmbier. Full statement:  ,FALSE,TRUE,FALSE,2017-06-20T04:44:02Z,Mon,18,No,No,No,No,No,No,Yes,No,No,Yes,not trump
876921011668738050,"It was my great honor to welcome President @JC_Varela  Mrs. Varela from Panama this afternoon.��������
➡️… ",FALSE,TRUE,FALSE,2017-06-20T02:53:56Z,Mon,16,No,No,No,No,No,No,Yes,No,No,Yes,not trump
876901304207069185,"....because he doesn't even live there! He wants to raise taxes and kill healthcare. On Tuesday, #VoteKarenHandel.",FALSE,FALSE,TRUE,2017-06-20T01:35:37Z,Mon,15,No,No,No,Yes,No,Yes,No,Yes,No,No,not trump
876900944444837890,Karen Handel's opponent in #GA06 can't even vote in the district he wants to represent....,FALSE,FALSE,TRUE,2017-06-20T01:34:11Z,Mon,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,not trump
876899250071904256,....getting great border security and healthcare. #VoteRalphNorman tomorrow!,FALSE,FALSE,TRUE,2017-06-20T01:27:27Z,Mon,15,No,Yes,No,No,No,No,No,No,No,No,not trump
876899176562524160,"Ralph Norman, who is running for Congress in SC's 5th District, will be a fantastic help to me in cutting taxes, and....",FALSE,FALSE,FALSE,2017-06-20T01:27:10Z,Mon,15,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,trump
876896144944762880,My heartfelt thoughts and prayers are with the 7 @USNavy sailors of the #USSFitzgerald and their families. ➡️… ,FALSE,TRUE,TRUE,2017-06-20T01:15:07Z,Mon,15,No,No,No,No,Yes,No,Yes,Yes,No,Yes,not trump
876778344636928000,"The Dems want to stop tax cuts, good healthcare and Border Security.Their ObamaCare is dead with 100% increases in P's. Vote now for Karen H",FALSE,FALSE,FALSE,2017-06-19T17:27:01Z,Mon,7,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,trump
876558049565188096,Camp David is a very special place. An honor to have spent the weekend there. Military runs it so well and are so proud of what they do!,FALSE,FALSE,FALSE,2017-06-19T02:51:39Z,Sun,16,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,trump
876394578777174021,"The new Rasmussen Poll, one of the most accurate in the 2016 Election, just out with a Trump 50% Approval Rating.That's higher than O's #'s!",FALSE,FALSE,TRUE,2017-06-18T16:02:04Z,Sun,6,No,No,No,No,No,No,Yes,No,Yes,Yes,not trump
876390681056600066,"...massive regulation cuts, 36 new legislative bills signed, great new S.C.Justice, and Infrastructure, Healthcare and Tax Cuts in works!",FALSE,FALSE,FALSE,2017-06-18T15:46:35Z,Sun,5,No,No,No,No,No,Yes,No,Yes,No,No,trump
876388733607694336,"The MAKE AMERICA GREAT AGAIN agenda is doing very well despite the distraction of the Witch Hunt. Many new jobs, high business enthusiasm,..",FALSE,FALSE,FALSE,2017-06-18T15:38:51Z,Sun,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,trump
876079184417882116,Thoughts and prayers with the sailors of USS Fitzgerald and their families. Thank you to our Japanese allies for th… ,FALSE,TRUE,FALSE,2017-06-17T19:08:48Z,Sat,9,No,No,No,No,No,No,No,No,No,No,not trump
875888258407858176,Back from Miami where my Cuban/American friends are very happy with what I signed today. Another campaign promise that I did not forget!,FALSE,FALSE,FALSE,2017-06-17T06:30:08Z,Sat,20,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,trump
875843513761583104,,TRUE,FALSE,FALSE,2017-06-17T03:32:20Z,Fri,17,No,No,No,No,No,No,No,No,No,No,trump
875732813278048256,Great news! #MAGA ,FALSE,TRUE,TRUE,2017-06-16T20:12:27Z,Fri,10,No,No,No,No,No,No,No,No,No,No,not trump
875701471999864833,I am being investigated for firing the FBI Director by the man who told me to fire the FBI Director! Witch Hunt,FALSE,FALSE,FALSE,2017-06-16T18:07:55Z,Fri,8,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,trump
875698062030778368,"Despite the phony Witch Hunt going on in America, the economic  jobs numbers are great. Regulations way down, jobs and enthusiasm way up!",FALSE,FALSE,FALSE,2017-06-16T17:54:22Z,Fri,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,trump
875690204564258816,The Fake News Media hates when I use what has turned out to be my very powerful Social Media - over 100 million people! I can go around them,FALSE,FALSE,FALSE,2017-06-16T17:23:08Z,Fri,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,trump
875682853585129472,"After 7 months of investigations  committee hearings about my ""collusion with the Russians,""  nobody has been able to show any proof. Sad!",FALSE,FALSE,FALSE,2017-06-16T16:53:56Z,Fri,6,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,trump
875441788110110727,"Crooked H destroyed phones w/ hammer, 'bleached' emails,  had husband meet w/AG days before she was cleared-  they talk about obstruction?",FALSE,FALSE,FALSE,2017-06-16T00:56:01Z,Thurs,14,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,trump
875438639823675392,"Why is that Hillary Clintons family and Dems dealings with Russia are not looked at, but my non-dealings are?",FALSE,FALSE,FALSE,2017-06-16T00:43:31Z,Thurs,14,No,No,No,No,No,No,No,No,No,Yes,trump
874087477807599616,"Great numbers on the economy. All of our work, including the passage of many bills  regulation killing Executive Orders, now kicking in!",FALSE,FALSE,FALSE,2017-06-12T07:14:29Z,Mon,21,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,trump
874084433460154368,"My daughter, Ivanka, will be on @foxandfriends tomorrow morning. Enjoy!",FALSE,FALSE,FALSE,2017-06-12T07:02:23Z,Mon,21,No,Yes,No,No,Yes,No,Yes,No,No,Yes,trump
873884774041079808,"The Democrats have no message,  not on economics, not on taxes,  not on jobs, not on failing #Obamacare. They are only OBSTRUCTIONISTS!",FALSE,FALSE,TRUE,2017-06-11T17:49:00Z,Sun,7,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,trump
873879934040780801,I believe the James Comey leaks will be far more prevalent than anyone ever thought possible. Totally illegal? Very 'cowardly!',FALSE,FALSE,FALSE,2017-06-11T17:29:46Z,Sun,7,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,trump
873878232264822784,"...way up. Regulations way down. 600,000+ new jobs added. Unemployment down to 4.3%. Business and economic enthusiasm way up- record levels!",FALSE,FALSE,FALSE,2017-06-11T17:23:01Z,Sun,7,No,Yes,No,No,Yes,No,Yes,No,Yes,No,trump
873878061778907137,The #FakeNews MSM doesn't report the great economic news since Election Day. #DOW up 16%. #NASDAQ up 19.5%. Drilling  energy sector...,FALSE,FALSE,TRUE,2017-06-11T17:22:20Z,Sun,7,No,No,No,No,No,No,No,No,No,No,not trump
873183401620230144,Congratulations to Jeb Hensarling  Republicans on successful House vote to repeal major parts of the 2010 Dodd-Frank financial law. GROWTH!,FALSE,FALSE,FALSE,2017-06-09T19:22:00Z,Fri,9,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,trump
873131235614347264,Great reporting by @foxandfriends and so many others. Thank you!,FALSE,FALSE,FALSE,2017-06-09T15:54:43Z,Fri,5,No,No,No,No,No,No,No,No,No,No,not trump
873120139222306817,"Despite so many false statements and lies, total and complete vindication...and WOW, Comey is a leaker!",FALSE,FALSE,FALSE,2017-06-09T15:10:37Z,Fri,5,No,Yes,No,No,Yes,No,Yes,No,No,Yes,not trump
872427222392504320,"Getting ready to leave for Cincinnati, in the GREAT STATE of OHIO, to meet with ObamaCare victims and talk Healthcare  also Infrastructure!",FALSE,FALSE,FALSE,2017-06-07T17:17:13Z,Wed,7,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,trump
872419018799550464,"I will be nominating Christopher A. Wray, a man of impeccable credentials, to be the new Director of the FBI. Details to follow.",FALSE,FALSE,FALSE,2017-06-07T16:44:37Z,Wed,6,No,No,No,No,No,No,Yes,No,No,Yes,trump
872258719404482561,Senate passed the VA Accountability Act. The House should get this bill to my desk ASAP! We can’t tolerate substandard care for our vets.,FALSE,FALSE,FALSE,2017-06-07T06:07:39Z,Wed,20,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,trump
872253002266161153,"#ICYMI: Announcement of Air Traffic Control Initiative 

Watch➡️",FALSE,TRUE,TRUE,2017-06-07T05:44:56Z,Wed,19,No,Yes,No,Yes,No,No,No,No,No,No,not trump
872147965451882496,Today we remember the courage and bravery of our troops that stormed the beaches of Normandy 73 years ago. #DDay… ,FALSE,TRUE,TRUE,2017-06-06T22:47:33Z,Tues,12,No,No,No,No,No,No,Yes,No,No,No,not trump
872086906804240384,"...extremism, and all reference was pointing to Qatar. Perhaps this will be the beginning of the end to the horror of terrorism!",FALSE,FALSE,FALSE,2017-06-06T18:44:55Z,Tues,8,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,trump
872084870620520448,So good to see the Saudi Arabia visit with the King and 50 countries already paying off. They said they would take a hard line on funding...,FALSE,FALSE,FALSE,2017-06-06T18:36:50Z,Tues,8,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,trump
872064426568036353,"Sorry folks, but if I would have relied on the Fake News of CNN, NBC, ABC, CBS, washpost or nytimes, I would have had ZERO chance winning WH",FALSE,FALSE,FALSE,2017-06-06T17:15:36Z,Tues,7,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,trump
872062159789985792,During my recent trip to the Middle East I stated that there can no longer be funding of Radical Ideology. Leaders pointed to Qatar - look!,FALSE,FALSE,FALSE,2017-06-06T17:06:35Z,Tues,7,No,No,No,No,No,No,No,No,Yes,No,trump
872059997429022722,The FAKE MSM is working so hard trying to get me not to use Social Media. They hate that I can get the honest and unfiltered message out.,FALSE,FALSE,FALSE,2017-06-06T16:58:00Z,Tues,6,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,trump
872043300949295104,Big meeting today with Republican leadership concerning Tax Cuts and Healthcare. We are all pushing hard - must get it right!,FALSE,FALSE,FALSE,2017-06-06T15:51:39Z,Tues,5,No,No,No,No,No,Yes,No,Yes,No,No,trump
871899511525961728,"That's right, we need a TRAVEL BAN for certain DANGEROUS countries, not some politically correct term that won't help us protect our people!",FALSE,FALSE,FALSE,2017-06-06T06:20:17Z,Tues,20,No,No,No,Yes,No,Yes,Yes,No,No,No,trump
871725780535062528,"Pathetic excuse by London Mayor Sadiq Khan who had to think fast on his ""no reason to be alarmed"" statement. MSM is working hard to sell it!",FALSE,FALSE,FALSE,2017-06-05T18:49:56Z,Mon,8,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,trump
871722020278587393,".@foxandfriends  Dems are taking forever to approve my people, including Ambassadors. They are nothing but OBSTRUCTIONISTS! Want approvals.",FALSE,FALSE,FALSE,2017-06-05T18:35:00Z,Mon,8,No,No,No,No,Yes,No,Yes,No,No,Yes,trump
871679061847879682,In any event we are EXTREME VETTING people coming into the U.S. in order to help keep our country safe. The courts are slow and political!,FALSE,FALSE,FALSE,2017-06-05T15:44:18Z,Mon,5,No,Yes,No,No,Yes,No,Yes,No,No,Yes,not trump
871677472202477568,The Justice Dept. should ask for an expedited hearing of the watered down Travel Ban before the Supreme Court -  seek much tougher version!,FALSE,FALSE,FALSE,2017-06-05T15:37:59Z,Mon,5,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,trump
871675245043888128,"The Justice Dept. should have stayed with the original Travel Ban, not the watered down, politically correct version they submitted to S.C.",FALSE,FALSE,FALSE,2017-06-05T15:29:08Z,Mon,5,No,No,No,No,No,Yes,Yes,No,No,Yes,trump
871674214356484096,"People, the lawyers and the courts can call it whatever they want, but I am calling it what we need and what it is, a TRAVEL BAN!",FALSE,FALSE,FALSE,2017-06-05T15:25:02Z,Mon,5,No,No,No,No,No,Yes,No,No,No,No,trump
871331574649901056,Do you notice we are not having a gun debate right now? That's because they used knives and a truck!,FALSE,FALSE,FALSE,2017-06-04T16:43:30Z,Sun,6,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,trump
871328428963901440,"At least 7 dead and 48 wounded in terror attack and Mayor of London says there is ""no reason to be alarmed!""",FALSE,FALSE,FALSE,2017-06-04T16:31:00Z,Sun,6,Yes,No,No,Yes,No,Yes,Yes,No,No,No,trump
871325606901895168,We must stop being politically correct and get down to the business of security for our people. If we don't get smart it will only get worse,FALSE,FALSE,FALSE,2017-06-04T16:19:47Z,Sun,6,No,No,No,Yes,No,Yes,No,Yes,No,No,trump
871145660036378624,"Whatever the United States can do to help out in London and the U. K., we will be there - WE ARE WITH YOU. GOD BLESS!",FALSE,FALSE,FALSE,2017-06-04T04:24:45Z,Sat,18,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,trump
871143765473406976,"We need to be smart, vigilant and tough. We need the courts to give us back our rights. We need the Travel Ban as an extra level of safety!",FALSE,FALSE,FALSE,2017-06-04T04:17:13Z,Sat,18,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,trump
870709271477932032,"#MakeAmericaGreatAgain����
",FALSE,TRUE,TRUE,2017-06-02T23:30:41Z,Fri,13,No,No,No,No,No,No,No,No,No,No,not trump
870445001125355522,MAKE AMERICA GREAT AGAIN!,FALSE,FALSE,FALSE,2017-06-02T06:00:35Z,Fri,20,No,No,No,No,No,No,No,No,No,No,not trump
870355056327000065,"Join me live at the @WhiteHouse.

➡️ ",FALSE,TRUE,FALSE,2017-06-02T00:03:10Z,Thurs,14,No,No,No,No,No,No,Yes,No,No,No,not trump
870234811616677889,"The big story is the ""unmasking and surveillance"" of people that took place during the Obama Administration.",FALSE,FALSE,FALSE,2017-06-01T16:05:21Z,Thurs,6,No,No,No,Yes,No,No,No,No,No,No,trump
870083798981111808,"I will be announcing my decision on Paris Accord, Thursday at 3:00 P.M.  The White House Rose Garden.  MAKE AMERICA GREAT AGAIN!",FALSE,FALSE,FALSE,2017-06-01T06:05:17Z,Thurs,20,No,Yes,No,No,Yes,No,Yes,No,No,Yes,trump
870077441401905152,"Crooked Hillary Clinton now blames everybody but herself, refuses to say she was a terrible candidate. Hits Facebook  even Dems  DNC.",FALSE,FALSE,FALSE,2017-06-01T05:40:01Z,Thurs,19,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,trump
870035383458963456,"It was an honor to welcome the Prime Minister of Vietnam, Nguyễn Xuân Phúc to the @WhiteHouse this afternoon. ",FALSE,TRUE,FALSE,2017-06-01T02:52:54Z,Wed,16,No,No,No,No,No,No,Yes,No,No,Yes,not trump
869903459511918592,I will be announcing my decision on the Paris Accord over the next few days. MAKE AMERICA GREAT AGAIN!,FALSE,FALSE,FALSE,2017-05-31T18:08:41Z,Wed,8,No,No,No,No,No,No,Yes,No,No,Yes,trump
