id,text,quote,picture,hashtag,date.time,dow,tod,sentimentanger,sentimentanticipation,sentimentdisgust,sentimentfear,sentimentjoy,sentimentnegative,sentimentpositive,sentimentsadness,sentimentsurprise,sentimenttrust,trump
831945670324060164,"Welcome to the United States, @IsraeliPM Benjamin  Sara!
#ICYMI��������Joint Press Conference: 
 ",FALSE,TRUE,TRUE,2017-02-16T00:17:59Z,Wed,14,0,0,0,0,0,0,1,0,0,1,not trump
831904516316479489,Great listening session with CEO's of the Retail Industry Leaders Association this morning! ,FALSE,TRUE,FALSE,2017-02-15T21:34:27Z,Wed,11,0,0,0,0,0,0,0,0,0,1,not trump
831853862281699331,"The real scandal here is that classified information is illegally given out by ""intelligence"" like candy. Very un-American!",FALSE,FALSE,FALSE,2017-02-15T18:13:10Z,Wed,8,0,0,0,1,1,1,1,0,0,1,trump
831846101179314177,Crimea was TAKEN by Russia during the Obama Administration. Was Obama too soft on Russia?,FALSE,FALSE,FALSE,2017-02-15T17:42:20Z,Wed,7,0,0,0,0,0,0,0,0,0,0,trump
831842652085686273,"Thank you to Eli Lake of The Bloomberg View - ""The NSA  FBI...should not interfere in our politics...and is"" Very serious situation for USA",FALSE,FALSE,FALSE,2017-02-15T17:28:37Z,Wed,7,1,0,0,0,0,0,0,0,0,0,trump
831840306161123328,Information is being illegally given to the failing @nytimes  @washingtonpost by the intelligence community (NSA and FBI?).Just like Russia,FALSE,FALSE,FALSE,2017-02-15T17:19:18Z,Wed,7,1,1,0,1,1,1,1,1,0,1,trump
831837514226921472,This Russian connection non-sense is merely an attempt to cover-up the many mistakes made in Hillary Clinton's losing campaign.,FALSE,FALSE,FALSE,2017-02-15T17:08:12Z,Wed,7,1,1,0,0,0,1,1,1,0,1,trump
831830548565852160,The fake news media is going crazy with their conspiracy theories and blind hatred. @MSNBC  @CNN are unwatchable. @foxandfriends is great!,FALSE,FALSE,FALSE,2017-02-15T16:40:32Z,Wed,6,1,0,1,1,0,1,0,1,0,0,trump
831636777110757377,"Obamacare continues to fail. Humana to pull out in 2018. Will repeal, replace  save healthcare for ALL Americans. 
",FALSE,TRUE,FALSE,2017-02-15T03:50:33Z,Tues,17,0,0,0,0,1,0,1,0,0,1,not trump
831621079747723264,"'Remarks by President Trump at Signing of H.J. Resolution 41'
 ",FALSE,TRUE,FALSE,2017-02-15T02:48:10Z,Tues,16,0,0,0,0,0,0,1,0,1,1,not trump
831599387906301952,Great parent-teacher listening session this morning with @VP Pence  @usedgov Secretary @BetsyDeVos. Watch:… ,FALSE,TRUE,FALSE,2017-02-15T01:21:59Z,Tues,15,0,1,0,1,0,0,1,0,0,1,not trump
831510532318429184,The real story here is why are there so many illegal leaks coming out of Washington? Will these leaks be happening as I deal on N.Korea etc?,FALSE,FALSE,FALSE,2017-02-14T19:28:54Z,Tues,9,1,1,1,1,1,1,1,1,1,1,trump
831344902990655489,Congratulations to our new #VASecretary Dr. David Shulkin. Time to take care of Veterans who have fought to protect… ,FALSE,TRUE,TRUE,2017-02-14T08:30:45Z,Tues,22,0,1,0,0,0,0,1,0,0,0,not trump
831336432073658368,Congratulations Treasury Secretary Steven Mnuchin! #ICYMI- watch here:  ,FALSE,TRUE,TRUE,2017-02-14T07:57:05Z,Tues,21,0,1,0,1,0,0,0,0,0,0,not trump
831214091993751552,Wonderful meeting with Canadian PM @JustinTrudeau and a group of leading CEO's  business women from Canada����and th… ,FALSE,TRUE,FALSE,2017-02-13T23:50:57Z,Mon,13,0,0,0,0,1,0,1,0,1,1,not trump
831185943482793986,Welcome to the @WhiteHouse Prime Minister @JustinTrudeau! ,FALSE,TRUE,FALSE,2017-02-13T21:59:06Z,Mon,11,0,0,0,0,0,0,1,0,0,0,not trump
831169341358014475,Today I will meet with Canadian PM Trudeau and a group of leading business women to discuss women in the workforce. ,FALSE,TRUE,FALSE,2017-02-13T20:53:08Z,Mon,10,0,0,0,0,0,0,0,0,0,1,not trump
830904083519242241,Just leaving Florida. Big crowds of enthusiastic supporters lining the road that the FAKE NEWS media refuses to mention. Very dishonest!,FALSE,FALSE,FALSE,2017-02-13T03:19:05Z,Sun,17,1,0,1,0,0,1,0,1,0,0,trump
830804130692268032,Congratulations Stephen Miller- on representing me this morning on the various Sunday morning shows. Great job!,FALSE,FALSE,FALSE,2017-02-12T20:41:55Z,Sun,10,0,1,0,0,0,0,1,0,0,0,not trump
830769247185952772,I know Mark Cuban well. He backed me big-time but I wasn't interested in taking all of his calls.He's not smart enough to run for president!,FALSE,FALSE,FALSE,2017-02-12T18:23:18Z,Sun,8,0,1,1,0,0,0,1,1,0,1,trump
830764596235485188,"After two days of very productive talks, Prime Minister Abe is heading back to Japan. L",FALSE,FALSE,FALSE,2017-02-12T18:04:49Z,Sun,8,0,0,0,0,0,0,1,0,0,0,trump
830751875578355713,"While on FAKE NEWS @CNN, Bernie Sanders was cut off for using the term fake news to describe the network. They said technical difficulties!",FALSE,FALSE,FALSE,2017-02-12T17:14:16Z,Sun,7,0,1,0,0,0,1,0,1,0,0,trump
830747067379232769,"72% of refugees admitted into U.S. (2/3 -2/11) during COURT BREAKDOWN are from 7 countries: SYRIA, IRAQ, SOMALIA, IRAN, SUDAN, LIBYA  YEMEN",FALSE,FALSE,FALSE,2017-02-12T16:55:10Z,Sun,6,1,1,0,1,0,1,0,0,0,0,trump
830741932099960834,"The crackdown on illegal criminals is merely the keeping of my campaign promise. Gang members, drug dealers  others are being removed!",FALSE,FALSE,FALSE,2017-02-12T16:34:45Z,Sun,6,1,0,1,1,1,1,1,1,0,1,trump
830643095150657536,#ICYMI: Joint Statement with Prime Minister Shinzo Abe on North Korea. ,FALSE,TRUE,TRUE,2017-02-12T10:02:01Z,Sun,0,0,0,0,0,0,0,1,0,0,1,not trump
830558065715998726,"A working dinner tonight with Prime Minister Abe of Japan, and his representatives, at the Winter White House (Mar-a-Lago). Very good talks!",FALSE,FALSE,FALSE,2017-02-12T04:24:08Z,Sat,18,0,1,0,0,1,1,1,0,1,1,trump
830555911559249926,"Played golf today with Prime Minister Abe of Japan and @TheBig_Easy, Ernie Els, and had a great time. Japan is very well represented!",FALSE,FALSE,FALSE,2017-02-12T04:15:34Z,Sat,18,0,1,0,0,0,0,1,0,0,0,not trump
830552079240409089,"I am so proud of my daughter Ivanka. To be abused and treated so badly by the media, and to still hold her head so high, is truly wonderful!",FALSE,FALSE,FALSE,2017-02-12T04:00:21Z,Sat,18,0,1,0,0,1,1,1,1,1,1,trump
826175120238604288,"The American dream is back. We’re going to create an environment for small business like we haven’t had in many, ma… ",FALSE,TRUE,FALSE,2017-01-31T02:07:52Z,Mon,16,0,0,0,0,1,1,1,0,0,0,not trump
826073437735100418,Where was all the outrage from Democrats and the opposition party (the media) when our jobs were fleeing our country?,FALSE,FALSE,FALSE,2017-01-30T19:23:49Z,Mon,9,1,0,1,0,0,1,0,0,0,0,not trump
826063267760046080,I have made my decision on who I will nominate for The United States Supreme Court. It will be announced live on Tuesday at 8:00 P.M. (W.H.),FALSE,FALSE,FALSE,2017-01-30T18:43:25Z,Mon,8,1,1,0,1,0,0,1,0,0,1,trump
826060143825666051,"If the ban were announced with a one week notice, the ""bad"" would rush into our country during that week. A lot of bad ""dudes"" out there!",FALSE,FALSE,FALSE,2017-01-30T18:31:00Z,Mon,8,1,0,1,1,0,1,0,1,0,0,trump
826044059647107073,There is nothing nice about searching for terrorists before they can enter our country. This was a big part of my campaign. Study the world!,FALSE,FALSE,FALSE,2017-01-30T17:27:05Z,Mon,7,0,0,0,0,0,0,1,0,0,0,trump
826042483155013632,protesters and the tears of Senator Schumer. Secretary Kelly said that all is going well with very few problems. MAKE AMERICA SAFE AGAIN!,FALSE,FALSE,FALSE,2017-01-30T17:20:49Z,Mon,7,0,0,0,0,1,0,1,0,0,1,trump
826041397232943104,"Only 109 people out of 325,000 were detained and held for questioning. Big problems at airports were caused by Delta computer outage,.....",FALSE,FALSE,FALSE,2017-01-30T17:16:30Z,Mon,7,0,0,0,0,0,0,0,0,0,0,trump
825850987348914184,I will be interviewed by @TheBrodyFile on @CBNNews tonight at 11pm. Enjoy!,FALSE,FALSE,FALSE,2017-01-30T04:39:53Z,Sun,18,0,1,0,0,1,0,1,0,0,1,not trump
825848204633731074,Statement Regarding Recent Executive Order Concerning Extreme Vetting: ,FALSE,TRUE,FALSE,2017-01-30T04:28:50Z,Sun,18,0,0,0,0,0,0,1,0,0,1,not trump
825823217025691648,"...Senators should focus their energies on ISIS, illegal immigration and border security instead of always looking to start World War III.",FALSE,FALSE,FALSE,2017-01-30T02:49:32Z,Sun,16,1,1,1,1,0,1,1,1,0,0,trump
825822320128303110,The joint statement of former presidential candidates John McCain  Lindsey Graham is wrong - they are sadly weak on immigration. The two...,FALSE,FALSE,FALSE,2017-01-30T02:45:58Z,Sun,16,0,0,1,0,0,1,1,1,0,1,trump
825721153142521858,Christians in the Middle-East have been executed in large numbers. We cannot allow this horror to continue!,FALSE,FALSE,FALSE,2017-01-29T20:03:58Z,Sun,10,1,1,1,1,0,1,1,1,1,1,trump
825692045532618753,"Our country needs strong borders and extreme vetting, NOW. Look what is happening all over Europe and, indeed, the world - a horrible mess!",FALSE,FALSE,FALSE,2017-01-29T18:08:18Z,Sun,8,1,0,1,1,0,1,0,0,0,0,trump
825690087857995776,Somebody with aptitude and conviction should buy the FAKE NEWS and failing @nytimes and either run it correctly or let it fold with dignity!,FALSE,TRUE,FALSE,2017-01-29T18:00:32Z,Sun,8,1,1,0,1,0,1,1,1,0,1,trump
825368580325773312,"Today, we remember the crew of the Space Shuttle Challenger, 31 years later. #NeverForget ",FALSE,TRUE,TRUE,2017-01-28T20:42:58Z,Sat,10,0,0,0,0,0,0,0,0,0,1,not trump
825331665509691393,"...dwindling subscribers and readers.They got me wrong right from the beginning and still have not changed course, and never will. DISHONEST",FALSE,FALSE,FALSE,2017-01-28T18:16:17Z,Sat,8,1,0,1,0,0,1,0,1,0,0,trump
825329757646618624,Thr coverage about me in the @nytimes and the @washingtonpost gas been so false and angry that the times actually apologized to its.....,FALSE,FALSE,FALSE,2017-01-28T18:08:42Z,Sat,8,1,0,1,0,0,1,0,0,0,0,trump
825328817833123840,"The failing @nytimes has been wrong about me from the very beginning. Said I would lose the primaries, then the general election. FAKE NEWS!",FALSE,FALSE,FALSE,2017-01-28T18:04:58Z,Sat,8,1,1,1,1,0,1,1,1,1,1,trump
825127844066054144,I promise that our administration will ALWAYS have your back. We will ALWAYS be with you! ,FALSE,TRUE,FALSE,2017-01-28T04:46:22Z,Fri,18,0,0,0,0,1,0,1,0,0,1,not trump
825101272982355968,Congratulations Secretary Mattis! ,FALSE,TRUE,FALSE,2017-01-28T03:00:47Z,Fri,17,0,0,0,0,0,0,0,0,0,0,not trump
825075972659613696,Statement on International Holocaust Remembrance Day: ,FALSE,TRUE,FALSE,2017-01-28T01:20:15Z,Fri,15,1,0,1,1,0,1,1,1,0,1,not trump
825018149397463040,.@VP Mike Pence will be speaking at today's #MarchForLife -- You have our full support! ,FALSE,TRUE,TRUE,2017-01-27T21:30:29Z,Fri,11,0,0,0,0,0,0,1,0,0,0,not trump
825017279209410561,The #MarchForLife is so important. To all of you marching --- you have my full support!,FALSE,FALSE,TRUE,2017-01-27T21:27:02Z,Fri,11,0,0,0,0,0,0,1,0,0,1,not trump
824970003153842176,"Mexico has taken advantage of the U.S. for long enough. Massive trade deficits  little help on the very weak border must change, NOW!",FALSE,FALSE,FALSE,2017-01-27T18:19:10Z,Fri,8,0,1,0,1,0,0,1,0,0,1,trump
824968416486387713,"Look forward to seeing final results of VoteStand. Gregg Phillips and crew say at least 3,000,000 votes were illegal. We must do better!",FALSE,FALSE,FALSE,2017-01-27T18:12:52Z,Fri,8,1,0,1,1,0,1,1,1,0,1,trump
824767281146245120,Miami-Dade Mayor drops sanctuary policy. Right decision. Strong! ,FALSE,TRUE,FALSE,2017-01-27T04:53:37Z,Thurs,18,0,1,0,0,1,0,1,0,0,1,not trump
824765229527605248,Will be interviewed by @SeanHannity on @FoxNews at 10:00pm tonight. Enjoy!,FALSE,FALSE,FALSE,2017-01-27T04:45:28Z,Thurs,18,0,1,0,0,1,0,1,0,0,1,not trump
824698743630995457,"Spoke at the Congressional @GOP Retreat in Philadelphia, PA. this afternoon w/ @VP, @SenateMajLdr, @SpeakerRyan. Th… ",FALSE,TRUE,FALSE,2017-01-27T00:21:17Z,Thurs,14,0,0,0,0,0,1,0,0,0,0,not trump
820707210565132288,"For many years our country has been divided, angry and untrusting. Many say it will never change, the hatred is too deep. IT WILL CHANGE!!!!",FALSE,FALSE,FALSE,2017-01-16T00:00:21Z,Sun,14,1,0,1,1,0,1,0,1,0,0,trump
820632299037409280,"will only get higher. Car companies and others, if they want to do business in our country, have to start making things here again. WIN!",FALSE,FALSE,FALSE,2017-01-15T19:02:41Z,Sun,9,0,1,0,0,0,0,0,0,0,0,trump
820631495660408835,"The Democrats are most angry that so many Obama Democrats voted for me. With all of the jobs I am bringing back to our Nation, that number..",FALSE,FALSE,FALSE,2017-01-15T18:59:29Z,Sun,8,1,0,1,0,0,1,0,0,0,1,trump
820450166331346944,"Inauguration Day is turning out to be even bigger than expected. January 20th, Washington D.C. Have fun!",FALSE,FALSE,FALSE,2017-01-15T06:58:57Z,Sun,20,0,1,0,0,1,0,1,0,0,1,trump
820425770925338624,Congressman John Lewis should finally focus on the burning and crime infested inner-cities of the U.S. I can use all the help I can get!,FALSE,FALSE,FALSE,2017-01-15T05:22:01Z,Sun,19,1,1,1,0,1,1,1,0,1,1,trump
820257714362314753,"INTELLIGENCE INSIDERS NOW CLAIM THE TRUMP DOSSIER IS ""A COMPLETE FRAUD!""  @OANN",FALSE,FALSE,FALSE,2017-01-14T18:14:13Z,Sat,8,1,0,0,1,1,1,1,0,1,1,trump
820255947956383744,"mention crime infested) rather than falsely complaining about the election results. All talk, talk, talk - no action or results. Sad!",FALSE,FALSE,FALSE,2017-01-14T18:07:12Z,Sat,8,1,0,0,0,0,1,1,0,0,0,trump
820251730407473153,"Congressman John Lewis should spend more time on fixing and helping his district, which is in horrible shape and falling apart (not to......",FALSE,FALSE,FALSE,2017-01-14T17:50:26Z,Sat,7,1,1,1,1,0,1,1,1,0,1,trump
819869953692155904,"The ""Unaffordable"" Care Act will soon be history!",FALSE,FALSE,FALSE,2017-01-13T16:33:24Z,Fri,6,0,0,0,0,0,0,0,0,0,0,trump
819868066364461058,have been allowed to run - guilty as hell. They were VERY nice to her. She lost because she campaigned in the wrong states - no enthusiasm!,FALSE,FALSE,FALSE,2017-01-13T16:25:54Z,Fri,6,1,1,1,1,1,1,1,1,1,0,trump
819867246352801792,What are Hillary Clinton's people complaining about with respect to the F.B.I. Based on the information they had she should never.....,FALSE,FALSE,FALSE,2017-01-13T16:22:38Z,Fri,6,0,1,0,0,1,0,1,0,0,1,trump
819865802849587200,"released by ""Intelligence"" even knowing there is no proof, and never will be. My people will have a full report on hacking within 90 days!",FALSE,FALSE,FALSE,2017-01-13T16:16:54Z,Fri,6,0,0,0,1,1,0,1,0,0,1,trump
819864373988573184,"Totally made up facts by sleazebag political operatives, both Democrats and Republicans - FAKE NEWS! Russia says nothing exists. Probably...",FALSE,FALSE,FALSE,2017-01-13T16:11:13Z,Fri,6,0,0,0,0,0,1,1,0,0,1,trump
819863039902097408,It now turns out that the phony allegations against me were put together by my political opponents and a failed spy afraid of being sued....,FALSE,FALSE,FALSE,2017-01-13T16:05:55Z,Fri,6,1,0,1,1,0,1,0,0,0,0,trump
819858926455967744,"All of my Cabinet nominee are looking good and doing a great job. I want them to be themselves and express their own thoughts, not mine!",FALSE,FALSE,FALSE,2017-01-13T15:49:34Z,Fri,5,0,1,0,0,1,0,1,0,1,1,trump
819600124133474307,Congrats to the Senate for taking the first step to #RepealObamacare- now it's onto the House!,FALSE,FALSE,TRUE,2017-01-12T22:41:11Z,Thurs,12,0,0,0,0,0,0,0,0,0,1,not trump
819550083742109696,.@CNN is in a total meltdown with their FAKE NEWS because their ratings are tanking since election and their credibility will soon be gone!,FALSE,FALSE,FALSE,2017-01-12T19:22:21Z,Thurs,9,0,0,0,0,0,1,1,1,0,1,trump
819541997325316096,Thank you to Linda Bean of L.L.Bean for your great support and courage. People will support you even more now. Buy L.L.Bean. @LBPerfectMaine,FALSE,FALSE,FALSE,2017-01-12T18:50:13Z,Thurs,8,0,0,0,0,0,0,1,0,0,0,trump
819520238446411777,"James Clapper called me yesterday to denounce the false and fictitious report that was illegally circulated. Made up, phony facts.Too bad!",FALSE,FALSE,FALSE,2017-01-12T17:23:45Z,Thurs,7,1,0,1,1,0,1,0,1,0,0,trump
819399723924803585,,TRUE,FALSE,FALSE,2017-01-12T09:24:52Z,Thurs,23,0,0,0,0,0,0,0,0,0,0,trump
819393877174087682,We had a great News Conference at Trump Tower today. A couple of FAKE NEWS organizations were there but the people truly get what's going on,FALSE,FALSE,FALSE,2017-01-12T09:01:38Z,Thurs,23,0,0,0,0,0,1,1,0,1,0,trump
819164172781060096,"Intelligence agencies should never have allowed this fake news to ""leak"" into the public. One last shot at me.Are we living in Nazi Germany?",FALSE,FALSE,FALSE,2017-01-11T17:48:52Z,Wed,7,1,1,0,1,1,1,1,1,1,1,trump
819162968592183298,"I win an election easily, a great ""movement"" is verified, and crooked opponents try to belittle our victory with FAKE NEWS. A sorry state!",FALSE,FALSE,FALSE,2017-01-11T17:44:05Z,Wed,7,1,1,1,1,1,1,1,1,0,1,trump
819159806489591809,"Russia has never tried to use leverage over me. I HAVE NOTHING TO DO WITH RUSSIA - NO DEALS, NO LOANS, NO NOTHING!",FALSE,FALSE,FALSE,2017-01-11T17:31:31Z,Wed,7,0,0,0,0,0,0,1,0,0,0,trump
815185071317676033,"Happy New Year to all, including to my many enemies and those who have fought me and lost so badly they just don't know what to do. Love!",FALSE,FALSE,FALSE,2016-12-31T18:17:21Z,Sat,8,0,1,0,0,1,1,1,1,0,1,trump
814958820980039681,"Russians are playing @CNN and @NBCNews for such fools - funny to watch, they don't have a clue! @FoxNews totally gets it!",FALSE,FALSE,FALSE,2016-12-31T03:18:18Z,Fri,17,0,1,0,1,0,0,0,0,0,0,trump
814920722208296960,"Join @AmerIcan32, founded by Hall of Fame legend @JimBrownNFL32 on 1/19/2017 in Washington, D.C.… ",FALSE,TRUE,FALSE,2016-12-31T00:46:55Z,Fri,14,0,0,0,0,0,0,1,0,0,0,not trump
814919370711461890,Great move on delay (by V. Putin) - I always knew he was very smart!,FALSE,FALSE,FALSE,2016-12-31T00:41:33Z,Fri,14,1,0,1,1,0,1,0,1,0,0,trump
814484710025994241,My Administration will follow two simple rules: ,FALSE,TRUE,FALSE,2016-12-29T19:54:21Z,Thurs,9,0,0,0,0,0,0,0,0,0,0,not trump
814231064847728640,'Economists say Trump delivered hope' ,FALSE,TRUE,FALSE,2016-12-29T03:06:28Z,Wed,17,0,1,0,0,1,0,1,0,1,1,not trump
814114980983427073,"not anymore. The beginning of the end was the horrible Iran deal, and now this (U.N.)! Stay strong Israel, January 20th is fast approaching!",FALSE,FALSE,FALSE,2016-12-28T19:25:11Z,Wed,9,1,1,1,1,1,1,1,0,1,1,trump
814113616110751744,"We cannot continue to let Israel be treated with such total disdain and disrespect. They used to have a great friend in the U.S., but.......",FALSE,TRUE,FALSE,2016-12-28T19:19:46Z,Wed,9,1,1,1,0,1,1,1,0,0,1,trump
814110460761018368,Doing my best to disregard the many inflammatory President O statements and roadblocks.Thought it was going to be a smooth transition - NOT!,FALSE,FALSE,FALSE,2016-12-28T19:07:13Z,Wed,9,0,0,0,0,0,1,1,0,0,1,trump
813945096269860866,"The U.S. Consumer Confidence Index for December surged nearly four points to 113.7, THE HIGHEST LEVEL IN MORE THAN 15 YEARS! Thanks Donald!",FALSE,FALSE,FALSE,2016-12-28T08:10:07Z,Wed,22,0,1,0,1,1,1,1,0,1,1,trump
813865160163098628,"President Obama campaigned hard (and personally) in the very important swing states, and lost.The voters wanted to MAKE AMERICA GREAT AGAIN!",FALSE,FALSE,FALSE,2016-12-28T02:52:29Z,Tues,16,0,0,0,0,0,0,1,0,0,1,trump
813581917215977473,"The DJT Foundation, unlike most foundations, never paid fees, rent, salaries or any expenses. 100% of money goes to wonderful charities!",FALSE,FALSE,FALSE,2016-12-27T08:06:59Z,Tues,22,1,1,0,0,1,1,1,0,1,1,trump
813578484572450816,"I gave millions of dollars to DJT Foundation, raised or recieved millions more, ALL of which is given to charity, and media won't report!",FALSE,FALSE,FALSE,2016-12-27T07:53:20Z,Tues,21,0,0,0,0,1,0,1,0,0,0,trump
813527932165558273,The world was gloomy before I won - there was no hope. Now the market is up nearly 10% and Christmas spending is over a trillion dollars!,FALSE,FALSE,FALSE,2016-12-27T04:32:28Z,Mon,18,0,1,0,0,1,1,1,1,1,1,not trump
813500123053490176,"The United Nations has such great potential but right now it is just a club for people to get together, talk and have a good time. So sad!",FALSE,FALSE,FALSE,2016-12-27T02:41:58Z,Mon,16,0,1,0,0,1,0,1,0,1,1,trump
813498739923054593,"President Obama said that he thinks he would have won against me. He should say that but I say NO WAY! - jobs leaving, ISIS, OCare, etc.",FALSE,FALSE,FALSE,2016-12-27T02:36:28Z,Mon,16,0,0,0,0,0,0,1,0,0,1,trump
813079058896535552,"Merry Christmas and a very, very, very , very Happy New Year to everyone!",FALSE,FALSE,FALSE,2016-12-25T22:48:48Z,Sun,12,0,1,0,0,1,0,1,0,0,1,trump
806246271405162500,"Departing New York with General James 'Mad Dog' Mattis for tonight's rally in Fayetteville, North Carolina! See you… ",FALSE,TRUE,FALSE,2016-12-07T02:17:45Z,Tues,16,1,0,1,1,0,1,1,1,0,1,not trump
806177746397306883,"Join me tonight in Fayetteville, North Carolina at 7pm! 
#ThankYouTour2016 
Tickets:  ",FALSE,TRUE,TRUE,2016-12-06T21:45:27Z,Tues,11,0,0,0,0,0,0,1,0,0,0,not trump
806134244384899072,"Boeing is building a brand new 747 Air Force One for future presidents, but costs are out of control, more than $4 billion. Cancel order!",FALSE,TRUE,FALSE,2016-12-06T18:52:35Z,Tues,8,1,0,0,1,0,1,1,1,0,0,trump
805911307270713348,"#ThankYouTour2016 

12/6- North Carolina


12/8- Iowa


12/9- Michiga… ",FALSE,TRUE,TRUE,2016-12-06T04:06:43Z,Mon,18,0,0,0,0,0,0,0,0,0,0,not trump
805772007220645888,I am thrilled to nominate Dr. @RealBenCarson as our next Secretary of the US Dept. of Housing and Urban Development… ,FALSE,TRUE,FALSE,2016-12-05T18:53:11Z,Mon,8,0,0,0,0,0,0,0,0,0,0,not trump
805539770864693253,their country (the U.S. doesn't tax them) or to build a massive military complex in the middle of the South China Sea?  I don't think so!,FALSE,FALSE,FALSE,2016-12-05T03:30:22Z,Sun,17,0,0,0,1,0,1,1,1,0,0,trump
805538149157969924,"Did China ask us if it was OK to devalue their currency (making it hard for our companies to compete), heavily tax our products going into..",FALSE,FALSE,FALSE,2016-12-05T03:23:55Z,Sun,17,0,0,0,0,0,1,0,1,0,0,trump
805528947190616065,".@FoxNews will be re-running ""Objectified: Donald Trump,"" the ratings hit produced by the great Harvey Levin of TMZ, at 8:00 P.M. Enjoy!",FALSE,FALSE,FALSE,2016-12-05T02:47:21Z,Sun,16,1,1,0,0,1,1,1,0,1,1,trump
805486509914779649,The Green Party just dropped its recount suit in Pennsylvania and is losing votes in Wisconsin recount. Just a Stein scam to raise money!,FALSE,FALSE,FALSE,2016-12-04T23:58:43Z,Sun,13,1,1,0,0,1,1,1,1,1,1,trump
798521053551140864,"The Electoral College is actually genius in that it brings all states, including the smaller ones, into play. Campaigning is much different!",FALSE,FALSE,FALSE,2016-11-15T18:40:29Z,Tues,8,1,0,0,1,0,1,1,0,0,0,trump
798519600413601792,If the election were based on total popular vote I would have campaigned in  N.Y. Florida and California and won even bigger and more easily,FALSE,FALSE,FALSE,2016-11-15T18:34:43Z,Tues,8,1,1,0,0,1,1,1,1,1,1,trump
797873313561198593,"The debates, especially the second and third, plus speeches and intensity of the large rallies, plus OUR GREAT SUPPORTERS, gave us the win!",FALSE,FALSE,FALSE,2016-11-13T23:46:36Z,Sun,13,0,0,0,0,0,0,0,0,0,0,not trump
